,Postcode,Borough,Postcode Latitude,Postcode Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1856,03-905,Praga-Południe,52.2361,21.053,Joga Studio Saska Kępa,52.23710846201489,21.054331512914743,Yoga Studio
1857,03-905,Praga-Południe,52.2361,21.053,Renesans,52.23529774216754,21.053499564933198,Pizza Place
1858,03-905,Praga-Południe,52.2361,21.053,Green Caffé Nero,52.23553317718593,21.0532729669245,Café
1859,03-905,Praga-Południe,52.2361,21.053,F30,52.23500345228911,21.053853209196202,Café
1860,03-905,Praga-Południe,52.2361,21.053,Akwarium,52.236598117374854,21.052893696090244,Ice Cream Shop
1861,03-905,Praga-Południe,52.2361,21.053,Melody Lody Naturalne,52.23647,21.053019,Ice Cream Shop
1862,03-905,Praga-Południe,52.2361,21.053,Fenicja Kebab,52.23616003534738,21.05290871065481,Kebab Restaurant
1863,03-905,Praga-Południe,52.2361,21.053,La Catrina,52.235219,21.053423,Mexican Restaurant
1864,03-905,Praga-Południe,52.2361,21.053,Ukraińskie Smaki,52.23672131535829,21.05266906831652,Ukrainian Restaurant
1865,03-905,Praga-Południe,52.2361,21.053,Mech,52.23652570360337,21.05270842081015,Café
1866,03-905,Praga-Południe,52.2361,21.053,Falafel Kebab Fenicja,52.23523206783097,21.053499883512856,Kebab Restaurant
1867,03-905,Praga-Południe,52.2361,21.053,Ristorante Repubblica Italiana,52.23606866757438,21.05317911726416,Italian Restaurant
1868,03-905,Praga-Południe,52.2361,21.053,Carrefour Express,52.236672723727175,21.05250198329895,Gourmet Shop
1869,04-057,Praga-Południe,52.2393,21.0822,Bałkan Grill,52.24008086589942,21.082692076417786,Eastern European Restaurant
1870,04-057,Praga-Południe,52.2393,21.0822,Przystanek Os. Majdańska,52.240148502955755,21.08204436378256,Bus Station
1871,04-078,Praga-Południe,52.2436,21.0829,Klubokawiarnia Kicia Kocia,52.24282249148439,21.08259932055866,Café
1872,04-078,Praga-Południe,52.2436,21.0829,Parivar,52.24434379035861,21.081973427823367,Indian Restaurant
1873,04-078,Praga-Południe,52.2436,21.0829,Bar Nada,52.242866,21.083394,Fast Food Restaurant
1874,04-356,Praga-Południe,52.2455,21.0908,Stacja Grochów,52.244990295022234,21.09031719142892,Beer Bar
1875,04-356,Praga-Południe,52.2455,21.0908,daGrasso Grochowska,52.24512162764931,21.09012133043435,Pizza Place
1876,04-356,Praga-Południe,52.2455,21.0908,Ali Baba Kebab & Pita,52.24469891834388,21.091295708041738,Middle Eastern Restaurant
1877,04-348,Praga-Południe,52.2493,21.0929,Społem,52.24964082241058,21.093401312828064,Grocery Store
1878,04-348,Praga-Południe,52.2493,21.0929,Praga Sushi,52.249492141299434,21.092117295975164,Sushi Restaurant
1879,04-350,Praga-Południe,52.246,21.0918,Ali Baba Kebab & Pita,52.24469891834388,21.091295708041738,Middle Eastern Restaurant
1880,04-137,Praga-Południe,52.2405,21.1009,Bazar Szembeka,52.24064789881585,21.10235591956283,Farmers Market
1881,04-137,Praga-Południe,52.2405,21.1009,147 Break,52.241507,21.1018,Pool Hall
1882,04-125,Praga-Południe,52.2337,21.0966,Empik,52.23302280791272,21.094847233250686,Bookstore
1883,04-125,Praga-Południe,52.2337,21.0966,Zamieniecka 05,52.23471889736659,21.097973753163917,Bus Station
1884,04-125,Praga-Południe,52.2337,21.0966,Przystanek Zamieniecka 01,52.23445259512846,21.09769773469073,Bus Stop
1885,03-940,Praga-Południe,52.2281,21.0551,Lola Cupcakes,52.227328978594755,21.054765811216644,Café
1886,03-807,Praga-Południe,52.2481,21.0606,Arif.pl,52.24718795457528,21.059593292025557,Jewelry Store
1887,03-807,Praga-Południe,52.2481,21.0606,Paleta Smaku,52.247241,21.059714,Bistro
1888,03-807,Praga-Południe,52.2481,21.0606,Komu Komu,52.249038,21.060562,Middle Eastern Restaurant
1889,03-807,Praga-Południe,52.2481,21.0606,Koza Cafe,52.24842629149577,21.05935402574195,Café
1890,03-810,Praga-Południe,52.2482,21.0633,Żona Krawca,52.247611456834505,21.06452576903149,Café
1891,03-810,Praga-Południe,52.2482,21.0633,No I Co,52.247578,21.063221,Coffee Shop
1892,03-810,Praga-Południe,52.2482,21.0633,Tres Amigo Burrito Bar,52.24852995657576,21.063661681690782,Mexican Restaurant
1893,03-810,Praga-Południe,52.2482,21.0633,Viadomo,52.24851171827373,21.063604724789656,Pizza Place
1894,04-062,Praga-Południe,52.2385,21.0858,Fabryka Pizzy,52.238372788481186,21.085566088189196,Italian Restaurant
1895,04-062,Praga-Południe,52.2385,21.0858,Supermarket Warus,52.23763635246356,21.086162303215154,Grocery Store
1896,04-062,Praga-Południe,52.2385,21.0858,Masala Magic,52.238184,21.085261,Indian Restaurant
1897,04-052,Praga-Południe,52.2385,21.0848,Fabryka Pizzy,52.238372788481186,21.085566088189196,Italian Restaurant
1898,04-052,Praga-Południe,52.2385,21.0848,Supermarket Warus,52.23763635246356,21.086162303215154,Grocery Store
1899,04-052,Praga-Południe,52.2385,21.0848,Masala Magic,52.238184,21.085261,Indian Restaurant
1900,04-007,Praga-Południe,52.2444,21.0763,U Krawca Cafe,52.24440858901571,21.07793612707221,Coffee Shop
1901,04-007,Praga-Południe,52.2444,21.0763,Fire Burger,52.24538399442979,21.074897678628904,Burger Joint
1902,04-217,Praga-Południe,52.2368,21.1221,Fitness Club 4S,52.2367070655404,21.122729318212066,Gym
1903,04-217,Praga-Południe,52.2368,21.1221,Gocławek 02,52.236726851160945,21.121056741725457,Bus Station
1904,04-217,Praga-Południe,52.2368,21.1221,Druga Strona Lustra,52.236797,21.122469,Health & Beauty Service
1905,04-301,Praga-Południe,52.2417,21.1068,Żółkiewskiego 03,52.2414606919997,21.10770956833539,Train Station
1906,04-301,Praga-Południe,52.2417,21.1068,Żabka,52.241291700129096,21.10796200111758,Grocery Store
1907,04-301,Praga-Południe,52.2417,21.1068,Przystanek Żółkiewskiego,52.24142709211014,21.10684029150823,Bus Station
1908,04-172,Praga-Południe,52.2412,21.1068,Żółkiewskiego 03,52.2414606919997,21.10770956833539,Train Station
1909,04-172,Praga-Południe,52.2412,21.1068,Żabka,52.241291700129096,21.10796200111758,Grocery Store
1910,04-172,Praga-Południe,52.2412,21.1068,Przystanek Żółkiewskiego,52.24142709211014,21.10684029150823,Bus Station
1911,04-148,Praga-Południe,52.2418,21.1037,147 Break,52.241507,21.1018,Pool Hall
1912,04-148,Praga-Południe,52.2418,21.1037,Przystanek Pl. Szembeka 04,52.24240745193601,21.101866830198926,Light Rail Station
1913,04-139,Praga-Południe,52.2426,21.0996,Lidl,52.24235599544548,21.098751720142822,Supermarket
1914,04-328,Praga-Południe,52.2431,21.1002,Plac Szembeka,52.243168,21.102324,Plaza
1915,04-328,Praga-Południe,52.2431,21.1002,Lidl,52.24235599544548,21.098751720142822,Supermarket
1916,04-328,Praga-Południe,52.2431,21.1002,Przystanek Pl. Szembeka 04,52.24240745193601,21.101866830198926,Light Rail Station
1917,04-329,Praga-Południe,52.2436,21.0976,Obiad i Szarlotka,52.24344871737094,21.09705061509585,Diner
1918,04-329,Praga-Południe,52.2436,21.0976,Tramwaj 3,52.24379854042381,21.095981597900387,Tram Station
1919,04-329,Praga-Południe,52.2436,21.0976,Joga Sztuka Życia,52.244447,21.098796,Athletics & Sports
1920,04-111,Praga-Południe,52.2437,21.094,Bar Saigon,52.24404113560451,21.0952880470198,Asian Restaurant
1921,04-111,Praga-Południe,52.2437,21.094,Tramwaj 3,52.24379854042381,21.095981597900387,Tram Station
1922,04-111,Praga-Południe,52.2437,21.094,Madagaskar Sala Zabaw,52.24452174252891,21.093215479126,Playground
1923,04-111,Praga-Południe,52.2437,21.094,Tattoo Ave,52.243680292920665,21.09400749206543,Tattoo Parlor
1924,04-357,Praga-Południe,52.245,21.0907,Stacja Grochów,52.244990295022234,21.09031719142892,Beer Bar
1925,04-357,Praga-Południe,52.245,21.0907,daGrasso Grochowska,52.24512162764931,21.09012133043435,Pizza Place
1926,04-357,Praga-Południe,52.245,21.0907,Ali Baba Kebab & Pita,52.24469891834388,21.091295708041738,Middle Eastern Restaurant
1927,04-357,Praga-Południe,52.245,21.0907,Cukiernia Cieslikowski,52.24378223015291,21.09050560239787,Dessert Shop
1928,04-077,Praga-Południe,52.245,21.0829,Rurki i Gofry - Przewłoccy,52.24546330849201,21.084923598850867,Dessert Shop
1929,04-077,Praga-Południe,52.245,21.0829,Parivar,52.24434379035861,21.081973427823367,Indian Restaurant
1930,04-077,Praga-Południe,52.245,21.0829,Loco Mexicano,52.245747,21.08405,Mexican Restaurant
1931,04-077,Praga-Południe,52.245,21.0829,Wiatrak Kebab,52.24509283581959,21.08337511129715,Kebab Restaurant
1932,04-368,Praga-Południe,52.2458,21.0816,Wiatrak Kebab,52.24509283581959,21.08337511129715,Kebab Restaurant
1933,04-001,Praga-Południe,52.2454,21.079,U Krawca Cafe,52.24440858901571,21.07793612707221,Coffee Shop
1934,04-001,Praga-Południe,52.2454,21.079,Restauracja GEORGIA,52.245482359556554,21.07892431430459,Diner
1935,04-001,Praga-Południe,52.2454,21.079,Przystanek tramwajowy Kickiego 01,52.245629467307005,21.07920218016445,Light Rail Station
1936,04-398,Praga-Południe,52.2459,21.0782,Restauracja GEORGIA,52.245482359556554,21.07892431430459,Diner
1937,04-398,Praga-Południe,52.2459,21.0782,Przystanek tramwajowy Kickiego 01,52.245629467307005,21.07920218016445,Light Rail Station
1938,03-844,Praga-Południe,52.2458,21.0721,Sinfonia Varsovia Centrum,52.2465064776434,21.07061178466715,Concert Hall
1939,03-844,Praga-Południe,52.2458,21.0721,Park Obwodu Praga Armii Krajowej,52.24680034506061,21.07344633859848,Park
1940,03-844,Praga-Południe,52.2458,21.0721,Knajpa Sami Swoi,52.24596463287021,21.07192701779909,Diner
1941,03-844,Praga-Południe,52.2458,21.0721,The smoking area at the SWPS,52.24685795594651,21.07233851931274,Smoke Shop
1942,03-849,Praga-Południe,52.2467,21.0708,Sinfonia Varsovia Centrum,52.2465064776434,21.07061178466715,Concert Hall
1943,03-849,Praga-Południe,52.2467,21.0708,Knajpa Sami Swoi,52.24596463287021,21.07192701779909,Diner
1944,03-849,Praga-Południe,52.2467,21.0708,The smoking area at the SWPS,52.24685795594651,21.07233851931274,Smoke Shop
1945,03-841,Praga-Południe,52.2466,21.0672,Obiekto,52.246048,21.066917,Climbing Gym
1946,03-841,Praga-Południe,52.2466,21.0672,Komputronik,52.24650486393162,21.067910634466976,Electronics Store
1947,03-841,Praga-Południe,52.2466,21.0672,Kopytko,52.246554,21.067212,Polish Restaurant
1948,03-842,Praga-Południe,52.2461,21.0679,Obiekto,52.246048,21.066917,Climbing Gym
1949,03-842,Praga-Południe,52.2461,21.0679,Komputronik,52.24650486393162,21.067910634466976,Electronics Store
1950,03-842,Praga-Południe,52.2461,21.0679,Kopytko,52.246554,21.067212,Polish Restaurant
1951,03-840,Praga-Południe,52.2468,21.0632,Żona Krawca,52.247611456834505,21.06452576903149,Café
1952,03-840,Praga-Południe,52.2468,21.0632,No I Co,52.247578,21.063221,Coffee Shop
1953,03-840,Praga-Południe,52.2468,21.0632,"Piekarnia-Cukiernia ""Grzybki""",52.24661114307405,21.06385913018009,Bakery
1954,03-840,Praga-Południe,52.2468,21.0632,Noodle w Pudle,52.246684074321216,21.06354046787337,Asian Restaurant
1955,03-823,Praga-Południe,52.2462,21.0625,"Piekarnia-Cukiernia ""Grzybki""",52.24661114307405,21.06385913018009,Bakery
1956,03-823,Praga-Południe,52.2462,21.0625,Noodle w Pudle,52.246684074321216,21.06354046787337,Asian Restaurant
1957,03-839,Praga-Południe,52.247,21.0607,Arif.pl,52.24718795457528,21.059593292025557,Jewelry Store
1958,03-839,Praga-Południe,52.247,21.0607,Paleta Smaku,52.247241,21.059714,Bistro
1959,03-838,Praga-Południe,52.2472,21.057,Restauracja Boretti,52.24715753396987,21.054963417015045,Italian Restaurant
1960,03-838,Praga-Południe,52.2472,21.057,Szklana Pogoda  - Alkohole 24h,52.247046546359954,21.05523938579871,Food & Drink Shop
1961,03-838,Praga-Południe,52.2472,21.057,Pierogarnia Na Minskej,52.24731,21.056702,Polish Restaurant
1962,03-822,Praga-Południe,52.2467,21.0561,Restauracja Boretti,52.24715753396987,21.054963417015045,Italian Restaurant
1963,03-822,Praga-Południe,52.2467,21.0561,Szklana Pogoda  - Alkohole 24h,52.247046546359954,21.05523938579871,Food & Drink Shop
1964,03-822,Praga-Południe,52.2467,21.0561,Pierogarnia Na Minskej,52.24731,21.056702,Polish Restaurant
1965,04-282,Praga-Południe,52.2397,21.1159,"Park im. J. Szypowskiego ""Leśnika""",52.240732108813816,21.114967350836334,Park
1966,04-282,Praga-Południe,52.2397,21.1159,Delikatesy Aleksander,52.240508491096406,21.115027565654795,Food Court
1967,04-282,Praga-Południe,52.2397,21.1159,Restauracja Orient Express,52.240771032317156,21.116859294369796,Eastern European Restaurant
1968,03-814,Praga-Południe,52.248,21.0684,Biedronka,52.248358605021814,21.070213913863206,Grocery Store
1969,03-814,Praga-Południe,52.248,21.0684,"Action Club ""Fitness & Fight""",52.24863523116608,21.067229764038363,Gym / Fitness Center
1970,04-305,Praga-Południe,52.2449,21.1098,Biedronka,52.24526084030704,21.109580024044824,Discount Store
1971,03-925,Praga-Południe,52.2369,21.0615,Mięsny,52.236207,21.061364,Steakhouse
1972,03-925,Praga-Południe,52.2369,21.0615,Pawilony na Niekłańskiej,52.23675075833825,21.060424203562622,Farmers Market
1973,03-925,Praga-Południe,52.2369,21.0615,To Tu,52.23673370005111,21.060205605011042,Dim Sum Restaurant
1974,03-925,Praga-Południe,52.2369,21.0615,Pikanteria,52.236595878221564,21.06343677356941,Eastern European Restaurant
1975,03-925,Praga-Południe,52.2369,21.0615,Balkany,52.23672020103644,21.06333990738369,Eastern European Restaurant
1976,04-079,Praga-Południe,52.2416,21.0862,Akademia Smaków Ryszarda Majewskiego,52.242414949202754,21.08541246813114,Restaurant
1977,04-079,Praga-Południe,52.2416,21.0862,Hostel Krokodyl,52.24252269591951,21.085762917333128,Hostel
1978,04-079,Praga-Południe,52.2416,21.0862,Piekarnia Gromulski,52.2426904167034,21.085423235000295,Bakery
1979,03-957,Praga-Południe,52.227,21.0628,Naam Thai,52.22749156941172,21.06429312346465,Thai Restaurant
1980,03-957,Praga-Południe,52.227,21.0628,Żabka,52.22638427116643,21.063748189217225,Grocery Store
1981,03-957,Praga-Południe,52.227,21.0628,Saska Gęba,52.227300965707386,21.063797650978334,Restaurant
1982,03-957,Praga-Południe,52.227,21.0628,Kebab Boss,52.22831871635501,21.062956785394306,Falafel Restaurant
1983,04-314,Praga-Południe,52.2472,21.1064,przeziębienie,52.2485,21.106537,Moving Target
1984,04-314,Praga-Południe,52.2472,21.1064,5ta gwiazdka,52.24612072613838,21.10771358013153,Pie Shop
1985,04-396,Praga-Południe,52.25,21.0771,Przystanek RKS Orzeł,52.25046587588452,21.07802152633667,Bus Station
1986,04-396,Praga-Południe,52.25,21.0771,Żabka,52.24928374542848,21.075282846233588,Food & Drink Shop
1987,03-928,Praga-Południe,52.2334,21.0569,Viet Street Food Bistro,52.232279480371595,21.056329505587094,Vietnamese Restaurant
1988,03-928,Praga-Południe,52.2334,21.0569,Think Love Juices,52.233260480904306,21.05499232111504,Vegetarian / Vegan Restaurant
1989,03-928,Praga-Południe,52.2334,21.0569,Targ Saska Kępa,52.232336532669066,21.056414956071862,Market
1990,03-928,Praga-Południe,52.2334,21.0569,GRYCAN,52.23334694044937,21.054875599086007,Dessert Shop
1991,03-928,Praga-Południe,52.2334,21.0569,Miąższ,52.23308964110853,21.055282503985573,Restaurant
1992,03-928,Praga-Południe,52.2334,21.0569,Costa Coffee,52.23278841530731,21.05516549024978,Coffee Shop
1993,03-928,Praga-Południe,52.2334,21.0569,Pizza Dominium,52.232498202201235,21.055392360539745,Pizza Place
1994,04-145,Praga-Południe,52.2432,21.1059,Cukiernia A. Kowalski,52.2440165927693,21.10488568644116,Dessert Shop
1995,03-801,Praga-Południe,52.2476,21.0465,Teatr Powszechny,52.247372202235674,21.048156795738194,Theater
1996,03-801,Praga-Południe,52.2476,21.0465,Mózg Warszawa,52.24666406231383,21.047873253149074,Music Venue
1997,03-801,Praga-Południe,52.2476,21.0465,Przystanek Aleja Zieleniecka,52.24787362068523,21.04680776837111,Tram Station
1998,03-801,Praga-Południe,52.2476,21.0465,Przystanek Al. Zieleniecka 05,52.24795351450405,21.046436099501577,Light Rail Station
1999,04-156,Praga-Południe,52.24,21.1036,Bazar Szembeka,52.24064789881585,21.10235591956283,Farmers Market
2000,04-204,Praga-Południe,52.2376,21.1278,Gocławek Wschodni pętla,52.23894288488804,21.12778835640812,Bus Station
2001,03-805,Praga-Południe,52.2477,21.062,No I Co,52.247578,21.063221,Coffee Shop
2002,03-805,Praga-Południe,52.2477,21.062,Tres Amigo Burrito Bar,52.24852995657576,21.063661681690782,Mexican Restaurant
2003,03-805,Praga-Południe,52.2477,21.062,Viadomo,52.24851171827373,21.063604724789656,Pizza Place
2004,03-812,Praga-Południe,52.2474,21.0676,Komputronik,52.24650486393162,21.067910634466976,Electronics Store
2005,03-812,Praga-Południe,52.2474,21.0676,Kopytko,52.246554,21.067212,Polish Restaurant
2006,03-812,Praga-Południe,52.2474,21.0676,"Action Club ""Fitness & Fight""",52.24863523116608,21.067229764038363,Gym / Fitness Center
2007,04-046,Praga-Południe,52.2297,21.0845,Lidl,52.23017600280277,21.08435773273145,Supermarket
2008,04-112,Praga-Południe,52.2414,21.0948,Start Hotel Felix Warsaw,52.241344,21.096945,Hotel
2009,04-167,Praga-Południe,52.2382,21.1034,Studio urody Gofia,52.238851,21.102165,Health & Beauty Service
2010,04-167,Praga-Południe,52.2382,21.1034,Sól i pieprz,52.2371991,21.1037013,Italian Restaurant
2011,04-017,Praga-Południe,52.2415,21.0727,Blaszak 24h,52.24240233855224,21.071653886886285,Liquor Store
2012,04-017,Praga-Południe,52.2415,21.0727,Delikatesy M&L,52.242284888619224,21.07119851104562,Grocery Store
2013,04-017,Praga-Południe,52.2415,21.0727,Przystanek Kinowa 03,52.242130098827985,21.07094565306931,Bus Station
2014,04-017,Praga-Południe,52.2415,21.0727,Kinowa,52.24219754613357,21.072009530759278,Tram Station
2015,04-334,Praga-Południe,52.2466,21.0999,Pizza & Pasta,52.2475367558675,21.100356478583972,Italian Restaurant
2016,04-072,Praga-Południe,52.2428,21.0806,Klubokawiarnia Kicia Kocia,52.24282249148439,21.08259932055866,Café
2017,03-835,Praga-Południe,52.248,21.0735,Park Obwodu Praga Armii Krajowej,52.24680034506061,21.07344633859848,Park
2018,03-835,Praga-Południe,52.248,21.0735,The smoking area at the SWPS,52.24685795594651,21.07233851931274,Smoke Shop
2019,03-835,Praga-Południe,52.248,21.0735,Biedronka,52.247467905987094,21.07527000867065,Grocery Store
2020,03-835,Praga-Południe,52.248,21.0735,El Tequito 420,52.24884961152521,21.072982119360816,Dive Spot
2021,04-371,Praga-Południe,52.2471,21.0832,Totalfitness Grochów,52.24666248582671,21.085094283017956,Gym / Fitness Center
2022,04-389,Praga-Południe,52.2476,21.0832,Biedronka,52.2484249664684,21.084094930683538,Supermarket
2023,04-389,Praga-Południe,52.2476,21.0832,Dwernickiego 01,52.24841764333539,21.084438507187194,Bus Station
2024,03-371,Praga-Południe,52.2715,21.0444,Hala Sportowa OSiR Targówek,52.272096769441056,21.045095702020024,Basketball Court
2025,04-370,Praga-Południe,52.2476,21.0809,Klubokawiarnia Grochownia,52.24768153366019,21.08000486004903,Café
2026,04-370,Praga-Południe,52.2476,21.0809,Antykwariat Grochowski,52.24797983041677,21.079768838286316,Antique Shop
2027,04-372,Praga-Południe,52.2477,21.0781,Klubokawiarnia Grochownia,52.24768153366019,21.08000486004903,Café
2028,04-372,Praga-Południe,52.2477,21.0781,Antykwariat Grochowski,52.24797983041677,21.079768838286316,Antique Shop
2029,04-161,Praga-Południe,52.2387,21.102,Oregano Italiano,52.23913769483103,21.10002563918611,Pizza Place
2030,04-161,Praga-Południe,52.2387,21.102,Studio urody Gofia,52.238851,21.102165,Health & Beauty Service
2031,04-149,Praga-Południe,52.2413,21.1033,Bazar Szembeka,52.24064789881585,21.10235591956283,Farmers Market
