,Postcode,Borough,Street,Latitude,Longitude
1377,03-975,Praga-Południe,ul. Wał Miedzeszyński,52.2242,21.0571
1378,03-942,Praga-Południe,ul. Wał Miedzeszyński,52.2289,21.0519
1379,03-917,Praga-Południe,ul. Wał Miedzeszyński,52.2349,21.0471
1380,03-824,Praga-Południe,ul. Wawerska,52.249,21.0661
1381,04-023,Praga-Południe,ul. Wąwolnicka,52.2402,21.0774
1382,03-955,Praga-Południe,ul. Wersalska,52.2245,21.0594
1383,04-290,Praga-Południe,ul. Wiarusów,52.2436,21.1172
1384,04-365,Praga-Południe,ul. Wiatraczna,52.2487,21.0841
1385,04-366,Praga-Południe,ul. Wiatraczna,52.2466,21.0839
1386,04-364,Praga-Południe,ul. Wiatraczna,52.2479,21.0841
1387,04-384,Praga-Południe,ul. Wiatraczna,52.2515,21.0841
1388,04-185,Praga-Południe,ul. Witolińska,52.2393,21.1102
1389,04-353,Praga-Południe,ul. Wspólna Droga,52.2444,21.0953
1390,04-352,Praga-Południe,ul. Wspólna Droga,52.2474,21.0978
1391,04-345,Praga-Południe,ul. Wspólna Droga,52.2481,21.0972
1392,03-714,Praga-Południe,ul. Wybrzeże Szczecińskie,52.2425,21.0375
1393,04-031,Praga-Południe,ul. Wzorcowa,52.2371,21.0783
1394,03-872,Praga-Południe,ul. Zabraniecka,52.2608,21.0872
1395,04-160,Praga-Południe,ul. Zagójska,52.2409,21.0926
1396,04-101,Praga-Południe,ul. Zagójska,52.2404,21.0924
1397,04-158,Praga-Południe,ul. Zamieniecka,52.2389,21.0999
1398,04-289,Praga-Południe,ul. Zapałczana,52.2428,21.1157
1399,04-194,Praga-Południe,ul. Zarośla,52.2338,21.125
1400,04-221,Praga-Południe,ul. Zawierciańska,52.2382,21.1243
1401,04-014,Praga-Południe,ul. Zbaraska,52.2437,21.0739
1402,04-009,Praga-Południe,ul. Zbaraska,52.2439,21.0743
1403,04-121,Praga-Południe,ul. Znicza,52.2367,21.0942
1404,03-936,Praga-Południe,ul. Zwycięzców,52.2315,21.055
1405,03-941,Praga-Południe,ul. Zwycięzców,52.2304,21.0527
1406,03-938,Praga-Południe,ul. Zwycięzców,52.2322,21.0608
1407,03-929,Praga-Południe,ul. Zwycięzców,52.2323,21.0588
1408,03-937,Praga-Południe,ul. Zwycięzców,52.2332,21.0641
1409,03-412,Praga-Północ,al. „Solidarności”,52.2575,21.0419
1410,03-411,Praga-Północ,al. „Solidarności”,52.2563,21.0379
1411,03-402,Praga-Północ,al. „Solidarności”,52.2536,21.0326
1412,03-401,Praga-Północ,al. „Solidarności”,52.2516,21.0291
1413,03-740,Praga-Północ,al. Tysiąclecia,52.2551,21.0524
1414,03-464,Praga-Północ,pl. gen. J. Hallera,52.2606,21.0289
1415,03-435,Praga-Północ,ul. 11 Listopada,52.2578,21.0347
1416,03-446,Praga-Północ,ul. 11 Listopada,52.2633,21.0377
1417,03-436,Praga-Północ,ul. 11 Listopada,52.2611,21.0376
1418,03-445,Praga-Północ,ul. 11 Listopada,52.2656,21.0385
1419,03-447,Praga-Północ,ul. 11 Listopada,52.26,21.0367
1420,03-307,Praga-Północ,ul. A. Kotsisa,52.2789,21.0133
1421,03-732,Praga-Północ,ul. A. Mackiewicza,52.2497,21.0448
1422,03-473,Praga-Północ,ul. B. Brechta,52.2608,21.0338
1423,03-472,Praga-Północ,ul. B. Brechta,52.2594,21.0306
1424,03-308,Praga-Północ,ul. Batalionu Platerówek,52.2749,21.0163
1425,03-741,Praga-Północ,ul. Białostocka,52.2557,21.0418
1426,03-748,Praga-Północ,ul. Białostocka,52.2587,21.0501
1427,03-703,Praga-Północ,ul. Blaszana,52.2498,21.0266
1428,03-769,Praga-Północ,ul. Boruty,52.2582,21.0662
1429,03-439,Praga-Północ,ul. Bródnowska,52.2641,21.0402
1430,03-739,Praga-Północ,ul. Brzeska,52.2519,21.0427
1431,03-737,Praga-Północ,ul. Brzeska,52.2523,21.0426
1432,03-742,Praga-Północ,ul. Brzeska,52.2538,21.044
1433,03-417,Praga-Północ,ul. Czynszowa,52.2602,21.0427
1434,03-474,Praga-Północ,ul. Dąbrowszczaków,52.2607,21.0321
1435,03-484,Praga-Północ,ul. Dąbrowszczaków,52.2634,21.0256
1436,03-476,Praga-Północ,ul. Dąbrowszczaków,52.2609,21.0311
1437,03-482,Praga-Północ,ul. Dąbrowszczaków,52.2623,21.0294
1438,03-707,Praga-Północ,ul. Floriańska,52.2521,21.0324
1439,03-754,Praga-Północ,ul. Folwarczna,52.2566,21.0517
1440,03-753,Praga-Północ,ul. Folwarczna,52.2568,21.0512
1441,03-302,Praga-Północ,ul. Golędzinowska,52.2714,21.0231
1442,03-766,Praga-Północ,ul. Grajewska,52.2601,21.0604
1443,03-763,Praga-Północ,ul. Grajewska,52.2612,21.0595
1444,03-750,Praga-Północ,ul. Grodzieńska,52.2598,21.0512
1445,03-410,Praga-Północ,ul. Inżynierska,52.2575,21.0359
1446,03-422,Praga-Północ,ul. Inżynierska,52.2576,21.0364
1447,03-475,Praga-Północ,ul. J. Groszkowskiego,52.2593,21.0305
1448,03-705,Praga-Północ,ul. J. Jasińskiego,52.25,21.029
1449,03-490,Praga-Północ,ul. J. Młota,52.2641,21.0295
1450,03-485,Praga-Północ,ul. J. Nusbauma-Hilarowicza,52.2633,21.0268
1451,03-709,Praga-Północ,ul. J. Sierakowskiego,52.251,21.0306
1452,03-712,Praga-Północ,ul. J. Sierakowskiego,52.2497,21.0325
1453,03-716,Praga-Północ,ul. J. Sierakowskiego,52.2497,21.0322
1454,03-481,Praga-Północ,ul. J. Szanajcy,52.2627,21.0288
1455,03-761,Praga-Północ,ul. Jadowska,52.2616,21.0578
1456,03-721,Praga-Północ,ul. Jagiellońska,52.2498,21.0374
1457,03-719,Praga-Północ,ul. Jagiellońska,52.2521,21.0347
1458,03-462,Praga-Północ,ul. Jagiellońska,52.2557,21.0304
1459,03-301,Praga-Północ,ul. Jagiellońska,52.2679,21.0179
1460,03-463,Praga-Północ,ul. Jagiellońska,52.2584,21.0273
1461,03-468,Praga-Północ,ul. Jagiellońska,52.2613,21.0238
1462,03-303,Praga-Północ,ul. Jagiellońska,52.2762,21.0129
1463,03-215,Praga-Północ,ul. Jagiellońska,52.2855,21.0093
1464,03-488,Praga-Północ,ul. K. Darwina,52.2649,21.0282
1465,03-486,Praga-Północ,ul. K. Linneusza,52.2633,21.0259
1466,03-489,Praga-Północ,ul. K. Linneusza,52.2641,21.029
1467,03-722,Praga-Północ,ul. K. Marcinkowskiego,52.249,21.0411
1468,03-477,Praga-Północ,ul. K. Szymanowskiego,52.2623,21.0322
1469,03-406,Praga-Północ,ul. Kameralna,52.2562,21.032
1470,03-441,Praga-Północ,ul. Kamienna,52.2651,21.04
1471,03-772,Praga-Północ,ul. Kawęczyńska,52.2565,21.0538
1472,03-775,Praga-Północ,ul. Kawęczyńska,52.258,21.0579
1473,03-770,Praga-Północ,ul. Kawęczyńska,52.2592,21.0632
1474,03-730,Praga-Północ,ul. Kępna,52.2504,21.0379
1475,03-355,Praga-Północ,ul. Kiejstuta,52.2851,21.0195
1476,03-738,Praga-Północ,ul. Kijowska,52.2505,21.0446
1477,03-743,Praga-Północ,ul. Kijowska,52.252,21.0495
1478,03-428,Praga-Północ,ul. Konopacka,52.2595,21.0388
1479,03-432,Praga-Północ,ul. Kowelska,52.2622,21.0405
1480,03-438,Praga-Północ,ul. Kowieńska,52.2633,21.0408
1481,03-711,Praga-Północ,ul. Krowia,52.2489,21.032
1482,03-718,Praga-Północ,ul. ks. I. Kłopotowskiego,52.2495,21.0293
1483,03-717,Praga-Północ,ul. ks. I. Kłopotowskiego,52.2504,21.0321
1484,03-708,Praga-Północ,ul. ks. I. Kłopotowskiego,52.2511,21.0328
1485,03-720,Praga-Północ,ul. ks. I. Kłopotowskiego,52.2523,21.0359
1486,03-442,Praga-Północ,ul. Letnia,52.2658,21.0394
1487,03-443,Praga-Północ,ul. Lęborska,52.2659,21.0387
1488,03-757,Praga-Północ,ul. Łochowska,52.2588,21.0549
1489,03-764,Praga-Północ,ul. Łochowska,52.2603,21.0584
1490,03-758,Praga-Północ,ul. Łomżyńska,52.2598,21.0538
1491,03-762,Praga-Północ,ul. Łomżyńska,52.2612,21.0571
1492,03-423,Praga-Północ,ul. Mała,52.2585,21.0378
1493,03-767,Praga-Północ,ul. Michałowska,52.2599,21.0601
1494,03-454,Praga-Północ,ul. Namysłowska,52.262,21.0354
1495,03-455,Praga-Północ,ul. Namysłowska,52.2644,21.0329
1496,03-745,Praga-Północ,ul. Nieporęcka,52.256,21.0468
1497,03-771,Praga-Północ,ul. Objazdowa,52.2573,21.062
1498,03-759,Praga-Północ,ul. Otwocka,52.2596,21.0576
1499,03-704,Praga-Północ,ul. Panieńska,52.25,21.0279
1500,03-752,Praga-Północ,ul. Radzymińska,52.259,21.0526
1501,03-747,Praga-Północ,ul. Radzymińska,52.2585,21.0516
1502,03-751,Praga-Północ,ul. Radzymińska,52.2607,21.0533
1503,03-461,Praga-Północ,ul. Ratuszowa,52.255,21.0259
1504,03-407,Praga-Północ,ul. Ratuszowa,52.2571,21.031
1505,03-450,Praga-Północ,ul. Ratuszowa,52.2578,21.0312
1506,03-452,Praga-Północ,ul. Ratuszowa,52.2574,21.0314
1507,03-451,Praga-Północ,ul. Ratuszowa,52.2601,21.035
1508,03-418,Praga-Północ,ul. Równa,52.2608,21.0445
1509,03-715,Praga-Północ,ul. S. Okrzei,52.2498,21.0318
1510,03-710,Praga-Północ,ul. S. Okrzei,52.2507,21.0344
1511,03-456,Praga-Północ,ul. S. Starzyńskiego,52.2655,21.0267
1512,03-458,Praga-Północ,ul. S. Starzyńskiego,52.2672,21.0329
1513,03-305,Praga-Północ,ul. S. Witkiewicza,52.2793,21.014
1514,03-756,Praga-Północ,ul. Siedlecka,52.2581,21.0546
1515,03-768,Praga-Północ,ul. Siedlecka,52.2589,21.0578
1516,03-425,Praga-Północ,ul. Stalowa,52.2597,21.0393
1517,03-427,Praga-Północ,ul. Stalowa,52.2587,21.0373
1518,03-426,Praga-Północ,ul. Stalowa,52.2601,21.0411
1519,03-429,Praga-Północ,ul. Stalowa,52.2619,21.0449
1520,03-310,Praga-Północ,ul. Staniewicka,52.275,21.0287
1521,03-444,Praga-Północ,ul. Stolarska,52.2662,21.0395
1522,03-433,Praga-Północ,ul. Strzelecka,52.2618,21.0413
1523,03-419,Praga-Północ,ul. Szwedzka,52.2615,21.0455
1524,03-420,Praga-Północ,ul. Szwedzka,52.2639,21.0429
1525,03-430,Praga-Północ,ul. Środkowa,52.2601,21.0406
1526,03-431,Praga-Północ,ul. Środkowa,52.262,21.0387
1527,03-403,Praga-Północ,ul. Świętych Cyryla i Metodego,52.2552,21.0326
1528,03-744,Praga-Północ,ul. T. Korsaka,52.2546,21.0495
1529,03-746,Praga-Północ,ul. Tarchomińska,52.2563,21.0473
1530,03-728,Praga-Północ,ul. Targowa,52.2503,21.0401
1531,03-733,Praga-Północ,ul. Targowa,52.2509,21.0406
1532,03-729,Praga-Północ,ul. Targowa,52.2534,21.0356
1533,03-734,Praga-Północ,ul. Targowa,52.2537,21.0366
1534,03-448,Praga-Północ,ul. Targowa,52.2564,21.0337
1535,03-408,Praga-Północ,ul. Targowa,52.2566,21.0323
1536,03-480,Praga-Północ,ul. W. Burdzińskiego,52.2623,21.0245
1537,03-465,Praga-Północ,ul. W. Skoczylasa,52.2608,21.0266
1538,03-471,Praga-Północ,ul. W. Skoczylasa,52.2605,21.0258
1539,03-469,Praga-Północ,ul. W. Skoczylasa,52.2597,21.0276
1540,03-470,Praga-Północ,ul. W. Skoczylasa,52.2589,21.0279
1541,03-414,Praga-Północ,ul. Wileńska,52.2579,21.0396
1542,03-409,Praga-Północ,ul. Wileńska,52.2563,21.036
1543,03-416,Praga-Północ,ul. Wileńska,52.2599,21.0445
1544,03-749,Praga-Północ,ul. Wiosenna,52.2567,21.0487
1545,03-774,Praga-Północ,ul. Wojnicka,52.2565,21.0572
1546,03-755,Praga-Północ,ul. Wołomińska,52.2587,21.0532
1547,03-713,Praga-Północ,ul. Wrzesińska,52.25,21.0349
1548,03-459,Praga-Północ,ul. Wybrzeże Helskie,52.2547,21.0211
1549,03-424,Praga-Północ,ul. Zaokopowa,52.2579,21.0379
1550,03-736,Praga-Północ,ul. Ząbkowska,52.2544,21.0437
1551,03-735,Praga-Północ,ul. Ząbkowska,52.2539,21.0437
1552,03-376,Praga-Północ,ul. Ząbkowska,52.2554,21.0487
1553,04-454,Rembertów,al. gen. A. Chruściela „Montera”,52.259,21.1607
1554,04-401,Rembertów,al. gen. A. Chruściela „Montera”,52.2591,21.1627
1555,04-412,Rembertów,al. gen. A. Chruściela „Montera”,52.2626,21.1676
1556,04-414,Rembertów,al. gen. A. Chruściela „Montera”,52.2639,21.1679
1557,04-485,Rembertów,al. Komandosów,52.2537,21.1654
1558,04-423,Rembertów,al. Sztandarów,52.2706,21.1702
1559,04-480,Rembertów,ul. A. Kacpury,52.2558,21.167
1560,00-910,Rembertów,ul. Admiralska,52.2635,21.1773
1561,04-269,Rembertów,ul. Agrarna,52.2512,21.1264
1562,04-476,Rembertów,ul. Arsenalska,52.2537,21.16
1563,04-489,Rembertów,ul. B. Gembarzewskiego,52.251,21.1662
1564,04-257,Rembertów,ul. Babie Lato,52.2482,21.135
1565,04-481,Rembertów,ul. Bellony,52.2563,21.1679
1566,04-416,Rembertów,ul. Bombardierów,52.2638,21.1632
1567,04-431,Rembertów,ul. Buchalteryjna,52.2723,21.1672
1568,04-435,Rembertów,ul. Budnicza,52.2886,21.1668
1569,04-409,Rembertów,ul. Buławy,52.2584,21.1744
1570,04-247,Rembertów,ul. Chełmżyńska,52.2494,21.1312
1571,02-247,Rembertów,ul. Chełmżyńska,52.2006,20.9815
1572,04-464,Rembertów,ul. Chełmżyńska,52.2591,21.1263
1573,04-458,Rembertów,ul. Chełmżyńska,52.2679,21.1199
1574,04-406,Rembertów,ul. Cyrulików,52.2572,21.1765
1575,04-467,Rembertów,ul. Cyrulików,52.2578,21.1564
1576,04-402,Rembertów,ul. Cyrulików,52.2581,21.1651
1577,04-432,Rembertów,ul. Czapnicza,52.2765,21.1693
1578,04-430,Rembertów,ul. Czwartaków,52.275,21.1626
1579,04-460,Rembertów,ul. Czwartaków,52.2701,21.1487
1580,04-440,Rembertów,ul. Czwartaków,52.2717,21.1537
1581,04-483,Rembertów,ul. D. Kłuszyńskiej,52.2533,21.1696
1582,04-487,Rembertów,ul. Dokerów,52.2522,21.1674
1583,04-475,Rembertów,ul. Dowódców,52.2528,21.1618
1584,04-444,Rembertów,ul. Drogistów,52.2651,21.1523
1585,04-491,Rembertów,ul. Dwóch Mieczy,52.2511,21.1669
1586,04-495,Rembertów,ul. Działyńczyków,52.2469,21.1738
1587,04-437,Rembertów,ul. Dziewanowska,52.274,21.1502
1588,04-441,Rembertów,ul. Dziewiarska,52.2693,21.149
1589,04-403,Rembertów,ul. Dziewosłęby,52.2597,21.1668
1590,04-478,Rembertów,ul. E. Bocheńskiego „Dubańca”,52.2544,21.1666
1591,04-479,Rembertów,ul. F. Ilskiego,52.2551,21.1659
1592,04-413,Rembertów,ul. Fizyków,52.2614,21.1678
1593,04-497,Rembertów,ul. Fizylierów,52.2489,21.1731
1594,04-408,Rembertów,ul. gen. K. Ziemskiego „Wachnowskiego”,52.2591,21.1806
1595,04-273,Rembertów,ul. Gontarska,52.2551,21.1242
1596,04-474,Rembertów,ul. Grawerska,52.2542,21.1601
1597,04-498,Rembertów,ul. Grzybowa,52.2518,21.17
1598,04-459,Rembertów,ul. Gwarków,52.2642,21.1175
1599,04-450,Rembertów,ul. I. Paderewskiego,52.2623,21.1584
1600,04-443,Rembertów,ul. I. Paderewskiego,52.2675,21.1537
1601,04-438,Rembertów,ul. I. Paderewskiego,52.2736,21.1484
1602,04-252,Rembertów,ul. Izdebnicka,52.2446,21.1324
1603,04-258,Rembertów,ul. J. Szymańskiego,52.2471,21.1319
1604,04-424,Rembertów,ul. Jagodna,52.2693,21.1639
1605,04-482,Rembertów,ul. Jaworzniaków,52.2558,21.1643
1606,04-260,Rembertów,ul. Jedwabnicka,52.2488,21.1332
1607,04-421,Rembertów,ul. Kadrowa,52.2665,21.1661
1608,04-426,Rembertów,ul. Kadrowa,52.271,21.1589
1609,04-445,Rembertów,ul. Kaletnicza,52.2677,21.154
1610,04-425,Rembertów,ul. Kanonierska,52.2673,21.1584
1611,04-261,Rembertów,ul. Karla,52.2495,21.1324
1612,04-453,Rembertów,ul. Katiuszy,52.2595,21.1597
1613,04-272,Rembertów,ul. Kołodziejska,52.2531,21.1235
1614,04-410,Rembertów,ul. Kominiarska,52.2588,21.1798
1615,04-267,Rembertów,ul. Koniecpolska,52.2495,21.1264
1616,04-407,Rembertów,ul. Konwisarska,52.2581,21.1785
1617,04-451,Rembertów,ul. Kordiana,52.2603,21.1559
1618,04-418,Rembertów,ul. Kordiana,52.2634,21.1647
1619,04-276,Rembertów,ul. Krobińska,52.2553,21.1195
1620,04-492,Rembertów,ul. Księcia Witolda,52.2493,21.1684
1621,04-471,Rembertów,ul. Kuglarska,52.2561,21.1558
1622,04-244,Rembertów,ul. Lakowa,52.2458,21.135
1623,04-259,Rembertów,ul. Lotosu,52.2481,21.1337
1624,04-484,Rembertów,ul. M. Niedziałkowskiego,52.2518,21.1587
1625,04-429,Rembertów,ul. Magenta,52.2717,21.1589
1626,04-470,Rembertów,ul. Marsa,52.2547,21.1547
1627,04-246,Rembertów,ul. Marsa,52.2402,21.1333
1628,04-242,Rembertów,ul. Marsa,52.2426,21.137
1629,04-253,Rembertów,ul. Mirska,52.2454,21.1316
1630,04-239,Rembertów,ul. Młodnicka,52.245,21.1367
1631,04-434,Rembertów,ul. Mokry Ług,52.2825,21.1711
1632,04-243,Rembertów,ul. Niepołomicka,52.2461,21.1301
1633,04-256,Rembertów,ul. Niepołomicka,52.2467,21.1337
1634,04-270,Rembertów,ul. Oraczy,52.2516,21.1258
1635,04-452,Rembertów,ul. Orbity,52.26,21.1559
1636,04-417,Rembertów,ul. Pielgrzymów,52.2621,21.162
1637,04-404,Rembertów,ul. Plutonowych,52.2594,21.1703
1638,04-473,Rembertów,ul. Płatnerska,52.2532,21.1583
1639,04-493,Rembertów,ul. Płatnerska,52.2481,21.1696
1640,04-268,Rembertów,ul. Podhalańska,52.2494,21.1281
1641,04-263,Rembertów,ul. Poświętna,52.2498,21.1295
1642,04-466,Rembertów,ul. Powroźnicza,52.2555,21.132
1643,04-488,Rembertów,ul. Przedświt,52.2519,21.1638
1644,04-436,Rembertów,ul. Puszkarzy,52.2754,21.1567
1645,04-255,Rembertów,ul. Rafii,52.2437,21.133
1646,04-241,Rembertów,ul. Rafii,52.245,21.1352
1647,04-447,Rembertów,ul. Roty,52.2633,21.1536
1648,04-420,Rembertów,ul. Roty,52.2658,21.1612
1649,04-274,Rembertów,ul. Stelmachów,52.2557,21.1243
1650,04-465,Rembertów,ul. Stelmachów,52.2564,21.1296
1651,04-461,Rembertów,ul. Stężycka,52.2617,21.1388
1652,04-455,Rembertów,ul. Strażacka,52.2593,21.1567
1653,04-462,Rembertów,ul. Strażacka,52.2596,21.1344
1654,04-254,Rembertów,ul. Szeroka,52.2465,21.1286
1655,04-277,Rembertów,ul. Szeroka,52.2533,21.1222
1656,04-428,Rembertów,ul. Szewska,52.2715,21.164
1657,04-271,Rembertów,ul. Szkutników,52.2536,21.1257
1658,04-266,Rembertów,ul. Świetlicka,52.2496,21.1281
1659,04-262,Rembertów,ul. Toporowska,52.2479,21.1297
1660,04-248,Rembertów,ul. Wał Kościuszkowski,52.243,21.1329
1661,04-419,Rembertów,ul. Zawodowa,52.2652,21.1622
1662,04-446,Rembertów,ul. Zecerska,52.2646,21.152
1663,04-439,Rembertów,ul. Zesłańców Polskich,52.2703,21.1472
1664,04-448,Rembertów,ul. Zesłańców Polskich,52.2629,21.1504
1665,04-494,Rembertów,ul. Zygmunta III,52.2498,21.1682
1666,04-468,Rembertów,ul. Żołnierska,52.2573,21.1427
1667,00-144,Śródmieście,al. „Solidarności”,52.243,20.9986
1668,00-140,Śródmieście,al. „Solidarności”,52.242,20.9957
1669,00-240,Śródmieście,al. „Solidarności”,52.2456,21.0042
1670,00-090,Śródmieście,al. „Solidarności”,52.2451,21.0044
1671,00-145,Śródmieście,al. „Solidarności”,52.2436,20.9973
1672,00-401,Śródmieście,al. 3 Maja,52.2339,21.034
1673,00-391,Śródmieście,al. 3 Maja,52.2348,21.0337
1674,00-381,Śródmieście,al. 3 Maja,52.2342,21.0314
1675,00-638,Śródmieście,al. Armii Ludowej,52.2177,21.0155
1676,00-632,Śródmieście,al. Armii Ludowej,52.2172,21.0177
1677,00-637,Śródmieście,al. Armii Ludowej,52.2177,21.0117
1678,00-609,Śródmieście,al. Armii Ludowej,52.2176,21.0071
1679,00-605,Śródmieście,al. Armii Ludowej,52.2168,21.007
1680,00-575,Śródmieście,al. Armii Ludowej,52.2177,21.0209
1681,00-571,Śródmieście,al. Armii Ludowej,52.2188,21.0221
1682,00-580,Śródmieście,al. J. Ch. Szucha,52.2159,21.0224
1683,00-582,Śródmieście,al. J. Ch. Szucha,52.2154,21.0232
1684,00-124,Śródmieście,al. Jana Pawła II,52.2327,21.0002
1685,00-116,Śródmieście,al. Jana Pawła II,52.2342,21.0017
1686,00-133,Śródmieście,al. Jana Pawła II,52.2362,20.9978
1687,00-141,Śródmieście,al. Jana Pawła II,52.2408,20.9955
1688,00-148,Śródmieście,al. Jana Pawła II,52.243,20.9932
1689,01-148,Śródmieście,al. Jana Pawła II,52.2394,20.9723
1690,00-152,Śródmieście,al. Jana Pawła II,52.2441,20.9923
1691,00-170,Śródmieście,al. Jana Pawła II,52.2481,20.9888
1692,00-175,Śródmieście,al. Jana Pawła II,52.2523,20.9852
1693,00-508,Śródmieście,Al. Jerozolimskie,52.2304,21.0154
1694,00-374,Śródmieście,Al. Jerozolimskie,52.2328,21.024
1695,00-024,Śródmieście,Al. Jerozolimskie,52.2306,21.0141
1696,00-495,Śródmieście,Al. Jerozolimskie,52.2317,21.0221
1697,00-692,Śródmieście,Al. Jerozolimskie,52.2293,21.0103
1698,00-697,Śródmieście,Al. Jerozolimskie,52.2286,21.0071
1699,00-488,Śródmieście,al. Na Skarpie,52.2279,21.0283
1700,02-510,Śródmieście,al. Na Skarpie,52.2272,21.0289
1701,00-608,Śródmieście,al. Niepodległości,52.2153,21.0067
1702,00-663,Śródmieście,al. Niepodległości,52.2221,21.0052
1703,00-565,Śródmieście,al. Przyjaciół,52.2213,21.0229
1704,00-556,Śródmieście,al. Róż,52.2218,21.0225
1705,00-459,Śródmieście,al. T. Hopfera,52.2211,21.0345
1706,00-583,Śródmieście,Al. Ujazdowskie,52.2169,21.0254
1707,00-478,Śródmieście,Al. Ujazdowskie,52.2255,21.0241
1708,00-567,Śródmieście,Al. Ujazdowskie,52.2211,21.024
1709,00-557,Śródmieście,Al. Ujazdowskie,52.2224,21.024
1710,00-540,Śródmieście,Al. Ujazdowskie,52.2248,21.0234
1711,00-536,Śródmieście,Al. Ujazdowskie,52.227,21.023
1712,00-461,Śródmieście,Al. Ujazdowskie,52.2216,21.0253
1713,00-572,Śródmieście,al. Wyzwolenia,52.2195,21.0211
1714,00-570,Śródmieście,al. Wyzwolenia,52.2201,21.0205
1715,00-259,Śródmieście,Bulwar J. Karskiego,52.252,21.0119
1716,00-139,Śródmieście,pl. Bankowy,52.2407,21.0012
1717,00-142,Śródmieście,pl. Bankowy,52.2427,21.002
1718,00-095,Śródmieście,pl. Bankowy,52.2434,21.0046
1719,00-110,Śródmieście,pl. Defilad,52.2344,21.0073
1720,00-009,Śródmieście,pl. E. Młynarskiego,52.2346,21.0107
1721,00-104,Śródmieście,pl. Grzybowski,52.2364,21.0028
1722,00-109,Śródmieście,pl. Grzybowski,52.2362,21.0041
1723,00-115,Śródmieście,pl. Grzybowski,52.2354,21.0033
1724,00-057,Śródmieście,pl. J. H. Dąbrowskiego,52.2368,21.0091
1725,00-055,Śródmieście,pl. J. H. Dąbrowskiego,52.2375,21.0094
1726,00-647,Śródmieście,pl. Konstytucji,52.2214,21.0159
1727,00-552,Śródmieście,pl. Konstytucji,52.2218,21.0175
1728,00-657,Śródmieście,pl. Konstytucji,52.2222,21.0152
1729,00-550,Śródmieście,pl. Konstytucji,52.2228,21.017
1730,00-207,Śródmieście,pl. Krasińskich,52.2493,21.0047
1731,00-078,Śródmieście,pl. marsz. J. Piłsudskiego,52.2426,21.0121
1732,00-073,Śródmieście,pl. marsz. J. Piłsudskiego,52.2417,21.0135
1733,00-138,Śródmieście,pl. Mirowski,52.2396,20.999
1734,00-584,Śródmieście,pl. Na Rozdrożu,52.2194,21.0235
1735,00-661,Śródmieście,pl. Politechniki,52.2203,21.0117
1736,00-030,Śródmieście,pl. Powstańców Warszawy,52.2346,21.014
1737,00-039,Śródmieście,pl. Powstańców Warszawy,52.2356,21.0127
1738,00-063,Śródmieście,pl. S. Małachowskiego,52.239,21.0113
1739,00-066,Śródmieście,pl. S. Małachowskiego,52.2389,21.0128
1740,00-077,Śródmieście,pl. Teatralny,52.244,21.01
1741,00-499,Śródmieście,pl. Trzech Krzyży,52.2294,21.0224
1742,00-507,Śródmieście,pl. Trzech Krzyży,52.229,21.0217
1743,00-535,Śródmieście,pl. Trzech Krzyży,52.2277,21.0227
1744,00-623,Śródmieście,pl. Unii Lubelskiej,52.2133,21.0211
